user_id,register_date,gender,age_group,device,province,city,address,occupation,user_segment
U000033,2025-09-26,M,18-24,mac,北京市,北京市,北京市北京市武侯区,医务工作者,high_value
U000034,2025-10-17,M,25-34,windows,北京市,北京市,北京市北京市南山区,金融从业者,high_value
U000035,2025-11-13,M,25-34,android,山东省,青岛市,山东省青岛市西湖区,企业管理,high_value
U000036,2025-08-23,M,25-34,ios,北京市,北京市,北京市北京市朝阳区,自由职业,high_value
U000037,2025-10-23,F,35-44,android,广东省,深圳市,广东省深圳市南山区,其他,high_value
U000038,2025-09-15,F,25-34,windows,四川省,成都市,四川省成都市鼓楼区,互联网从业者,high_value
U000039,2025-11-20,F,18-24,mac,福建省,厦门市,福建省厦门市朝阳区,制造业,high_value
U000040,2025-09-05,M,25-34,windows,北京市,北京市,北京市北京市南山区,制造业,high_value
U000041,2025-11-15,F,18-24,mac,广东省,深圳市,广东省深圳市南山区,金融从业者,high_value
U000042,2025-10-19,M,35-44,ios,湖北省,武汉市,湖北省武汉市武侯区,企业管理,high_value
U000043,2025-09-23,F,45-54,ios,河南省,郑州市,河南省郑州市南山区,医务工作者,high_value
U000044,2025-10-26,M,35-44,android,浙江省,杭州市,浙江省杭州市浦东新区,互联网从业者,high_value
U000045,2025-11-26,M,35-44,windows,福建省,厦门市,福建省厦门市鼓楼区,金融从业者,high_value
U000046,2025-11-09,F,45-54,mac,湖北省,武汉市,湖北省武汉市浦东新区,设计师,high_value
U000047,2025-12-15,F,35-44,ios,河南省,郑州市,河南省郑州市武侯区,金融从业者,high_value
U000048,2025-09-14,M,35-44,ios,河南省,郑州市,河南省郑州市鼓楼区,企业管理,high_value
U000049,2025-12-07,M,18-24,windows,北京市,北京市,北京市北京市鼓楼区,制造业,high_value
U000050,2025-09-18,M,18-24,windows,河南省,郑州市,河南省郑州市浦东新区,自由职业,high_value
U000051,2025-10-02,M,25-34,windows,山东省,青岛市,山东省青岛市武侯区,企业管理,high_value
U000052,2025-12-08,F,25-34,android,北京市,北京市,北京市北京市南山区,金融从业者,high_value
U000053,2025-10-03,F,45-54,ios,浙江省,杭州市,浙江省杭州市武侯区,医务工作者,high_value
U000054,2025-11-19,F,35-44,mac,福建省,厦门市,福建省厦门市武侯区,教师,high_value
U000055,2025-10-28,M,18-24,windows,广东省,深圳市,广东省深圳市鼓楼区,制造业,high_value
U000056,2025-08-14,F,18-24,android,浙江省,杭州市,浙江省杭州市武侯区,教师,high_value
U000057,2025-08-16,F,25-34,android,北京市,北京市,北京市北京市南山区,设计师,high_value
U000058,2025-10-09,F,45-54,windows,四川省,成都市,四川省成都市南山区,企业管理,high_value
U000059,2025-10-10,F,45-54,mac,湖北省,武汉市,湖北省武汉市武侯区,医务工作者,high_value
U000060,2025-12-08,F,18-24,android,上海市,上海市,上海市上海市南山区,设计师,high_value
U000061,2025-12-02,F,45-54,windows,北京市,北京市,北京市北京市鼓楼区,金融从业者,high_value
U000062,2025-12-13,M,18-24,windows,浙江省,杭州市,浙江省杭州市朝阳区,自由职业,high_value
U000063,2025-08-11,M,18-24,mac,湖北省,武汉市,湖北省武汉市朝阳区,其他,high_value
U000064,2025-12-19,M,25-34,windows,山东省,青岛市,山东省青岛市浦东新区,自由职业,high_value
U000065,2025-08-11,F,45-54,windows,北京市,北京市,北京市北京市西湖区,学生,high_value
U000066,2025-09-23,F,18-24,android,河南省,郑州市,河南省郑州市朝阳区,金融从业者,high_value
U000067,2025-11-27,F,35-44,mac,江苏省,南京市,江苏省南京市南山区,制造业,high_value
U000068,2025-09-16,M,35-44,windows,四川省,成都市,四川省成都市鼓楼区,企业管理,high_value
U000069,2025-12-20,M,18-24,android,河南省,郑州市,河南省郑州市朝阳区,自由职业,high_value
U000070,2025-11-27,M,25-34,ios,广东省,深圳市,广东省深圳市武侯区,设计师,high_value
U000071,2025-12-05,F,25-34,android,北京市,北京市,北京市北京市朝阳区,其他,high_value
U000072,2025-10-23,M,25-34,ios,四川省,成都市,四川省成都市鼓楼区,自由职业,high_value
U000073,2025-10-18,M,25-34,android,广东省,深圳市,广东省深圳市南山区,教师,high_value
U000074,2025-12-12,F,25-34,ios,福建省,厦门市,福建省厦门市朝阳区,设计师,high_value
U000075,2025-12-16,M,35-44,mac,江苏省,南京市,江苏省南京市武侯区,教师,high_value
U000076,2025-09-01,F,45-54,ios,河南省,郑州市,河南省郑州市南山区,金融从业者,high_value
U000077,2025-08-05,M,18-24,android,福建省,厦门市,福建省厦门市武侯区,设计师,high_value
U000078,2025-10-16,M,18-24,mac,湖北省,武汉市,湖北省武汉市鼓楼区,医务工作者,high_value
U000079,2025-09-02,M,45-54,ios,上海市,上海市,上海市上海市武侯区,企业管理,high_value
U000080,2025-09-25,M,18-24,android,广东省,深圳市,广东省深圳市西湖区,自由职业,high_value
U000081,2025-11-20,F,35-44,android,广东省,深圳市,广东省深圳市朝阳区,互联网从业者,high_value
U000082,2025-12-19,F,45-54,windows,上海市,上海市,上海市上海市朝阳区,自由职业,high_value
U000083,2025-08-28,F,18-24,windows,浙江省,杭州市,浙江省杭州市武侯区,金融从业者,high_value
U000084,2025-08-23,F,18-24,windows,河南省,郑州市,河南省郑州市武侯区,教师,high_value
U000085,2025-10-26,F,35-44,ios,四川省,成都市,四川省成都市南山区,自由职业,high_value
U000086,2025-12-27,M,45-54,windows,浙江省,杭州市,浙江省杭州市鼓楼区,企业管理,high_value
U000087,2025-11-02,M,25-34,windows,福建省,厦门市,福建省厦门市武侯区,企业管理,high_value
U000088,2025-09-05,M,18-24,mac,北京市,北京市,北京市北京市浦东新区,金融从业者,high_value
U000089,2025-08-02,M,35-44,ios,湖北省,武汉市,湖北省武汉市南山区,自由职业,high_value
U000090,2025-08-13,F,18-24,android,北京市,北京市,北京市北京市朝阳区,金融从业者,high_value
U000091,2025-09-10,M,35-44,mac,福建省,厦门市,福建省厦门市浦东新区,企业管理,high_value
U000092,2025-10-08,F,45-54,mac,浙江省,杭州市,浙江省杭州市鼓楼区,制造业,high_value
U000093,2025-11-17,F,35-44,windows,湖北省,武汉市,湖北省武汉市鼓楼区,制造业,high_value
U000094,2025-11-04,F,18-24,ios,上海市,上海市,上海市上海市浦东新区,学生,high_value
U000095,2025-08-10,M,45-54,ios,广东省,深圳市,广东省深圳市朝阳区,金融从业者,high_value
U000096,2025-08-06,F,45-54,mac,四川省,成都市,四川省成都市南山区,医务工作者,high_value
U000097,2025-09-14,F,35-44,ios,福建省,厦门市,福建省厦门市西湖区,其他,high_value
U000098,2025-09-23,M,25-34,windows,福建省,厦门市,福建省厦门市朝阳区,学生,high_value
U000099,2025-08-27,M,45-54,windows,上海市,上海市,上海市上海市南山区,其他,high_value
U000100,2025-09-01,M,35-44,android,浙江省,杭州市,浙江省杭州市南山区,医务工作者,high_value
U000101,2025-10-03,F,25-34,windows,江苏省,南京市,江苏省南京市南山区,其他,high_value
U000102,2025-10-07,F,35-44,mac,北京市,北京市,北京市北京市鼓楼区,教师,high_value
U000103,2025-09-13,M,35-44,ios,上海市,上海市,上海市上海市南山区,医务工作者,high_value
U000104,2025-11-20,F,25-34,android,福建省,厦门市,福建省厦门市朝阳区,金融从业者,high_value
U000105,2025-08-03,F,25-34,mac,四川省,成都市,四川省成都市朝阳区,设计师,high_value
U000106,2025-09-02,M,18-24,android,广东省,深圳市,广东省深圳市西湖区,医务工作者,high_value
U000107,2025-08-13,F,35-44,android,北京市,北京市,北京市北京市武侯区,其他,high_value
U000108,2025-10-01,M,35-44,mac,福建省,厦门市,福建省厦门市武侯区,企业管理,high_value
U000109,2025-12-18,F,18-24,mac,上海市,上海市,上海市上海市武侯区,设计师,high_value
U000110,2025-08-22,M,25-34,mac,福建省,厦门市,福建省厦门市南山区,企业管理,high_value
U000111,2025-08-02,M,25-34,ios,浙江省,杭州市,浙江省杭州市西湖区,其他,high_value
U000112,2025-08-20,F,25-34,ios,广东省,深圳市,广东省深圳市朝阳区,医务工作者,high_value
U000113,2025-10-04,F,25-34,windows,江苏省,南京市,江苏省南京市武侯区,互联网从业者,high_value
U000114,2025-09-23,F,18-24,windows,江苏省,南京市,江苏省南京市鼓楼区,互联网从业者,high_value
U000115,2025-09-19,F,45-54,windows,江苏省,南京市,江苏省南京市鼓楼区,金融从业者,high_value
U000116,2025-11-10,F,45-54,windows,河南省,郑州市,河南省郑州市朝阳区,医务工作者,high_value
U000117,2025-12-16,F,18-24,mac,四川省,成都市,四川省成都市浦东新区,企业管理,high_value
U000118,2025-12-12,F,35-44,ios,广东省,深圳市,广东省深圳市武侯区,制造业,high_value
U000119,2025-10-05,F,35-44,windows,河南省,郑州市,河南省郑州市朝阳区,金融从业者,high_value
U000120,2025-09-13,M,25-34,windows,广东省,深圳市,广东省深圳市南山区,其他,high_value
U000121,2025-09-04,F,35-44,windows,上海市,上海市,上海市上海市鼓楼区,制造业,member
U000122,2025-08-23,M,18-24,mac,四川省,成都市,四川省成都市浦东新区,制造业,member
U000123,2025-12-21,F,35-44,ios,浙江省,杭州市,浙江省杭州市鼓楼区,自由职业,member
U000124,2025-08-11,M,45-54,ios,福建省,厦门市,福建省厦门市鼓楼区,教师,member
U000125,2025-10-16,M,35-44,windows,四川省,成都市,四川省成都市武侯区,医务工作者,member
U000126,2025-08-03,M,45-54,android,浙江省,杭州市,浙江省杭州市南山区,金融从业者,member
U000127,2025-12-01,M,45-54,windows,广东省,深圳市,广东省深圳市浦东新区,企业管理,member
U000128,2025-09-13,M,18-24,ios,江苏省,南京市,江苏省南京市武侯区,金融从业者,member
U000129,2025-11-25,F,18-24,android,河南省,郑州市,河南省郑州市朝阳区,互联网从业者,member
U000130,2025-11-06,F,25-34,android,北京市,北京市,北京市北京市武侯区,设计师,member
U000131,2025-09-28,F,18-24,mac,湖北省,武汉市,湖北省武汉市武侯区,自由职业,member
U000132,2025-12-22,F,25-34,android,广东省,深圳市,广东省深圳市武侯区,制造业,member
U000133,2025-12-16,F,45-54,ios,广东省,深圳市,广东省深圳市朝阳区,设计师,member
U000134,2025-09-28,F,18-24,ios,山东省,青岛市,山东省青岛市朝阳区,学生,member
U000135,2025-12-02,M,18-24,windows,山东省,青岛市,山东省青岛市西湖区,制造业,member
U000136,2025-12-13,F,25-34,windows,湖北省,武汉市,湖北省武汉市武侯区,自由职业,member
U000137,2025-08-13,F,35-44,android,湖北省,武汉市,湖北省武汉市南山区,制造业,member
U000138,2025-11-07,F,18-24,ios,湖北省,武汉市,湖北省武汉市鼓楼区,医务工作者,member
U000139,2025-09-01,F,35-44,windows,山东省,青岛市,山东省青岛市西湖区,设计师,member
U000140,2025-08-12,M,25-34,ios,广东省,深圳市,广东省深圳市鼓楼区,教师,member
U000141,2025-11-22,F,35-44,ios,湖北省,武汉市,湖北省武汉市南山区,学生,member
U000142,2025-11-17,F,18-24,ios,湖北省,武汉市,湖北省武汉市浦东新区,设计师,member
U000143,2025-08-01,F,45-54,windows,北京市,北京市,北京市北京市南山区,教师,member
U000144,2025-10-14,M,18-24,windows,广东省,深圳市,广东省深圳市西湖区,医务工作者,member
U000145,2025-08-03,F,18-24,ios,江苏省,南京市,江苏省南京市浦东新区,教师,member
U000146,2025-09-16,M,18-24,mac,浙江省,杭州市,浙江省杭州市西湖区,教师,member
U000147,2025-12-20,F,18-24,windows,湖北省,武汉市,湖北省武汉市浦东新区,金融从业者,member
U000148,2025-08-12,M,18-24,windows,福建省,厦门市,福建省厦门市南山区,医务工作者,member
U000149,2025-10-15,M,45-54,windows,北京市,北京市,北京市北京市朝阳区,企业管理,member
U000150,2025-09-17,M,35-44,windows,江苏省,南京市,江苏省南京市武侯区,教师,member
U000151,2025-12-26,M,18-24,mac,福建省,厦门市,福建省厦门市西湖区,金融从业者,member
U000152,2025-09-24,F,35-44,mac,湖北省,武汉市,湖北省武汉市朝阳区,制造业,member
U000153,2025-09-11,F,45-54,windows,河南省,郑州市,河南省郑州市朝阳区,学生,member
U000154,2025-10-27,M,25-34,android,浙江省,杭州市,浙江省杭州市浦东新区,企业管理,member
U000155,2025-08-03,M,45-54,windows,四川省,成都市,四川省成都市南山区,设计师,member
U000156,2025-09-06,M,18-24,mac,浙江省,杭州市,浙江省杭州市南山区,教师,member
U000157,2025-10-15,M,25-34,ios,上海市,上海市,上海市上海市朝阳区,企业管理,member
U000158,2025-10-25,F,35-44,windows,四川省,成都市,四川省成都市鼓楼区,自由职业,member
U000159,2025-09-27,M,18-24,windows,河南省,郑州市,河南省郑州市南山区,教师,member
U000160,2025-10-27,M,45-54,android,广东省,深圳市,广东省深圳市西湖区,其他,member
U000161,2025-10-03,F,45-54,android,河南省,郑州市,河南省郑州市武侯区,教师,member
U000162,2025-08-14,F,45-54,mac,浙江省,杭州市,浙江省杭州市西湖区,企业管理,member
U000163,2025-09-17,M,45-54,mac,江苏省,南京市,江苏省南京市西湖区,互联网从业者,member
U000164,2025-12-11,F,18-24,ios,上海市,上海市,上海市上海市南山区,制造业,member
U000165,2025-08-20,M,18-24,ios,浙江省,杭州市,浙江省杭州市西湖区,制造业,member
U000166,2025-08-21,F,18-24,mac,北京市,北京市,北京市北京市浦东新区,设计师,member
U000167,2025-09-17,F,35-44,mac,广东省,深圳市,广东省深圳市西湖区,教师,member
U000168,2025-11-18,M,25-34,android,上海市,上海市,上海市上海市浦东新区,制造业,member
U000169,2025-09-08,F,45-54,ios,福建省,厦门市,福建省厦门市朝阳区,自由职业,member
U000170,2025-11-14,F,18-24,android,山东省,青岛市,山东省青岛市武侯区,金融从业者,member
U000171,2025-10-23,F,45-54,mac,四川省,成都市,四川省成都市西湖区,医务工作者,member
U000172,2025-11-23,F,45-54,android,河南省,郑州市,河南省郑州市浦东新区,医务工作者,member
U000173,2025-09-05,M,35-44,mac,浙江省,杭州市,浙江省杭州市武侯区,教师,member
U000174,2025-12-16,F,18-24,mac,上海市,上海市,上海市上海市鼓楼区,金融从业者,member
U000175,2025-09-17,F,45-54,android,福建省,厦门市,福建省厦门市朝阳区,互联网从业者,member
U000176,2025-09-24,M,25-34,android,湖北省,武汉市,湖北省武汉市南山区,企业管理,member
U000177,2025-08-05,F,45-54,mac,北京市,北京市,北京市北京市浦东新区,医务工作者,member
U000178,2025-11-15,F,45-54,android,浙江省,杭州市,浙江省杭州市武侯区,学生,member
U000179,2025-10-17,F,25-34,windows,四川省,成都市,四川省成都市南山区,医务工作者,member
U000180,2025-09-18,F,35-44,windows,河南省,郑州市,河南省郑州市鼓楼区,设计师,member
U000181,2025-09-12,M,25-34,android,四川省,成都市,四川省成都市鼓楼区,其他,member
U000182,2025-08-01,M,45-54,android,河南省,郑州市,河南省郑州市鼓楼区,自由职业,member
U000183,2025-11-25,F,45-54,android,山东省,青岛市,山东省青岛市鼓楼区,制造业,member
U000184,2025-10-26,M,18-24,android,浙江省,杭州市,浙江省杭州市朝阳区,制造业,member
U000185,2025-08-11,F,18-24,ios,山东省,青岛市,山东省青岛市朝阳区,企业管理,member
U000186,2025-08-13,M,35-44,mac,上海市,上海市,上海市上海市浦东新区,医务工作者,member
U000187,2025-10-28,F,25-34,windows,湖北省,武汉市,湖北省武汉市武侯区,金融从业者,member
U000188,2025-08-08,F,45-54,android,浙江省,杭州市,浙江省杭州市浦东新区,互联网从业者,member
U000189,2025-08-02,M,45-54,windows,上海市,上海市,上海市上海市鼓楼区,制造业,member
U000190,2025-08-04,M,18-24,android,河南省,郑州市,河南省郑州市武侯区,金融从业者,member
U000191,2025-09-21,F,35-44,ios,河南省,郑州市,河南省郑州市鼓楼区,医务工作者,member
U000192,2025-11-08,F,25-34,mac,山东省,青岛市,山东省青岛市武侯区,制造业,member
U000193,2025-08-19,F,35-44,ios,江苏省,南京市,江苏省南京市鼓楼区,企业管理,member
U000194,2025-10-08,M,18-24,mac,河南省,郑州市,河南省郑州市南山区,设计师,member
U000195,2025-08-12,F,35-44,android,四川省,成都市,四川省成都市鼓楼区,其他,member
U000196,2025-12-10,F,35-44,ios,河南省,郑州市,河南省郑州市西湖区,其他,member
U000197,2025-11-28,M,45-54,mac,上海市,上海市,上海市上海市朝阳区,学生,member
U000198,2025-11-01,F,25-34,ios,湖北省,武汉市,湖北省武汉市朝阳区,互联网从业者,member
U000199,2025-10-18,M,35-44,mac,山东省,青岛市,山东省青岛市南山区,设计师,member
U000200,2025-12-22,M,35-44,ios,浙江省,杭州市,浙江省杭州市武侯区,其他,member
U000201,2025-11-03,F,18-24,mac,上海市,上海市,上海市上海市武侯区,设计师,member
U000202,2025-10-11,F,18-24,mac,山东省,青岛市,山东省青岛市南山区,医务工作者,member
U000203,2025-11-12,F,35-44,windows,浙江省,杭州市,浙江省杭州市武侯区,医务工作者,member
U000204,2025-08-20,M,25-34,ios,湖北省,武汉市,湖北省武汉市西湖区,企业管理,member
U000205,2025-12-13,F,25-34,windows,山东省,青岛市,山东省青岛市鼓楼区,其他,member
U000206,2025-10-06,F,45-54,mac,江苏省,南京市,江苏省南京市朝阳区,企业管理,member
U000207,2025-09-07,M,45-54,mac,四川省,成都市,四川省成都市武侯区,医务工作者,member
U000208,2025-09-09,M,25-34,ios,山东省,青岛市,山东省青岛市浦东新区,医务工作者,member
U000209,2025-10-26,M,45-54,ios,河南省,郑州市,河南省郑州市武侯区,其他,member
U000210,2025-10-08,F,18-24,ios,四川省,成都市,四川省成都市鼓楼区,其他,member
U000211,2025-09-26,F,45-54,windows,江苏省,南京市,江苏省南京市武侯区,医务工作者,member
U000212,2025-12-15,F,45-54,windows,四川省,成都市,四川省成都市武侯区,企业管理,member
U000213,2025-08-22,F,35-44,ios,浙江省,杭州市,浙江省杭州市浦东新区,其他,member
U000214,2025-12-09,M,45-54,ios,上海市,上海市,上海市上海市南山区,互联网从业者,member
U000215,2025-10-18,F,18-24,mac,浙江省,杭州市,浙江省杭州市朝阳区,自由职业,member
U000216,2025-11-07,M,45-54,ios,山东省,青岛市,山东省青岛市南山区,医务工作者,member
U000217,2025-10-20,M,35-44,android,广东省,深圳市,广东省深圳市浦东新区,金融从业者,member
U000218,2025-10-24,F,18-24,android,湖北省,武汉市,湖北省武汉市南山区,企业管理,member
U000219,2025-09-27,M,18-24,mac,湖北省,武汉市,湖北省武汉市南山区,金融从业者,member
U000220,2025-12-05,F,18-24,mac,广东省,深圳市,广东省深圳市鼓楼区,企业管理,member
U000221,2025-11-19,F,18-24,windows,河南省,郑州市,河南省郑州市南山区,医务工作者,member
U000222,2025-10-10,M,35-44,android,福建省,厦门市,福建省厦门市朝阳区,教师,member
U000223,2025-11-27,M,25-34,ios,北京市,北京市,北京市北京市武侯区,互联网从业者,member
U000224,2025-09-01,F,25-34,android,浙江省,杭州市,浙江省杭州市武侯区,金融从业者,member
U000225,2025-09-06,M,45-54,ios,广东省,深圳市,广东省深圳市西湖区,企业管理,member
U000226,2025-10-04,M,18-24,mac,四川省,成都市,四川省成都市西湖区,企业管理,member
U000227,2025-08-26,M,45-54,android,山东省,青岛市,山东省青岛市武侯区,其他,member
U000228,2025-08-08,M,18-24,mac,广东省,深圳市,广东省深圳市南山区,其他,member
U000229,2025-11-02,M,25-34,ios,江苏省,南京市,江苏省南京市武侯区,制造业,member
U000230,2025-11-13,M,18-24,ios,山东省,青岛市,山东省青岛市西湖区,企业管理,member
U000231,2025-08-20,F,45-54,android,福建省,厦门市,福建省厦门市西湖区,设计师,member
U000232,2025-11-12,F,18-24,ios,江苏省,南京市,江苏省南京市鼓楼区,自由职业,member
U000233,2025-08-14,M,45-54,mac,四川省,成都市,四川省成都市朝阳区,企业管理,member
U000234,2025-10-13,F,35-44,mac,河南省,郑州市,河南省郑州市南山区,医务工作者,member
U000235,2025-09-12,F,25-34,android,四川省,成都市,四川省成都市南山区,教师,member
U000236,2025-09-21,F,45-54,ios,湖北省,武汉市,湖北省武汉市武侯区,学生,member
U000237,2025-12-03,F,45-54,ios,江苏省,南京市,江苏省南京市朝阳区,金融从业者,member
U000238,2025-09-03,F,35-44,ios,四川省,成都市,四川省成都市西湖区,教师,member
U000239,2025-08-17,M,25-34,windows,山东省,青岛市,山东省青岛市鼓楼区,企业管理,member
U000240,2025-10-13,M,18-24,windows,河南省,郑州市,河南省郑州市鼓楼区,医务工作者,member
U000241,2025-12-25,M,45-54,mac,江苏省,南京市,江苏省南京市南山区,医务工作者,member
U000242,2025-10-11,F,18-24,ios,山东省,青岛市,山东省青岛市鼓楼区,医务工作者,member
U000243,2025-12-08,F,35-44,ios,广东省,深圳市,广东省深圳市朝阳区,企业管理,member
U000244,2025-08-19,F,18-24,mac,河南省,郑州市,河南省郑州市朝阳区,企业管理,member
U000245,2025-11-06,M,25-34,mac,北京市,北京市,北京市北京市西湖区,其他,member
U000246,2025-12-01,F,18-24,ios,福建省,厦门市,福建省厦门市西湖区,教师,member
U000247,2025-09-19,M,25-34,mac,浙江省,杭州市,浙江省杭州市朝阳区,金融从业者,member
U000248,2025-11-11,M,35-44,windows,浙江省,杭州市,浙江省杭州市武侯区,医务工作者,member
U000249,2025-08-24,F,35-44,android,江苏省,南京市,江苏省南京市武侯区,其他,member
U000250,2025-12-21,F,45-54,mac,上海市,上海市,上海市上海市鼓楼区,其他,member
U000251,2025-09-17,F,18-24,android,福建省,厦门市,福建省厦门市西湖区,教师,member
U000252,2025-12-13,F,45-54,ios,湖北省,武汉市,湖北省武汉市南山区,教师,member
U000253,2025-09-01,M,45-54,ios,上海市,上海市,上海市上海市浦东新区,其他,member
U000254,2025-10-03,F,18-24,ios,上海市,上海市,上海市上海市浦东新区,学生,member
U000255,2025-09-03,M,35-44,mac,湖北省,武汉市,湖北省武汉市浦东新区,设计师,member
U000256,2025-10-20,M,25-34,android,湖北省,武汉市,湖北省武汉市南山区,学生,member
U000257,2025-09-07,F,18-24,mac,河南省,郑州市,河南省郑州市浦东新区,互联网从业者,member
U000258,2025-12-17,M,35-44,windows,浙江省,杭州市,浙江省杭州市鼓楼区,学生,member
U000259,2025-10-21,F,35-44,android,上海市,上海市,上海市上海市鼓楼区,医务工作者,member
U000260,2025-12-22,F,45-54,android,上海市,上海市,上海市上海市浦东新区,企业管理,member
U000261,2025-08-13,M,35-44,mac,浙江省,杭州市,浙江省杭州市西湖区,互联网从业者,member
U000262,2025-12-16,M,35-44,mac,广东省,深圳市,广东省深圳市鼓楼区,互联网从业者,member
U000263,2025-09-11,F,25-34,mac,山东省,青岛市,山东省青岛市朝阳区,设计师,member
U000264,2025-10-05,F,18-24,mac,江苏省,南京市,江苏省南京市西湖区,企业管理,member
U000265,2025-09-02,M,45-54,android,山东省,青岛市,山东省青岛市朝阳区,企业管理,member
U000266,2025-12-08,F,25-34,windows,湖北省,武汉市,湖北省武汉市朝阳区,企业管理,member
U000267,2025-10-09,M,45-54,android,四川省,成都市,四川省成都市武侯区,金融从业者,member
U000268,2025-12-12,F,35-44,android,江苏省,南京市,江苏省南京市武侯区,设计师,member
U000269,2025-09-21,M,18-24,windows,山东省,青岛市,山东省青岛市浦东新区,设计师,member
U000270,2025-08-24,F,35-44,ios,山东省,青岛市,山东省青岛市鼓楼区,教师,member
U000271,2025-10-06,F,25-34,android,河南省,郑州市,河南省郑州市武侯区,其他,member
U000272,2025-09-24,F,45-54,windows,北京市,北京市,北京市北京市西湖区,其他,member
U000273,2025-10-17,F,25-34,android,湖北省,武汉市,湖北省武汉市鼓楼区,医务工作者,member
U000274,2025-08-10,M,18-24,android,广东省,深圳市,广东省深圳市武侯区,互联网从业者,member
U000275,2025-09-05,F,18-24,windows,北京市,北京市,北京市北京市南山区,医务工作者,member
U000276,2025-09-18,F,35-44,ios,四川省,成都市,四川省成都市浦东新区,教师,member
U000277,2025-12-06,F,18-24,ios,福建省,厦门市,福建省厦门市浦东新区,教师,member
U000278,2025-09-19,M,18-24,android,湖北省,武汉市,湖北省武汉市武侯区,其他,member
U000279,2025-11-18,M,25-34,android,浙江省,杭州市,浙江省杭州市南山区,自由职业,member
U000280,2025-08-26,F,18-24,windows,江苏省,南京市,江苏省南京市浦东新区,企业管理,member
U000281,2025-12-12,F,35-44,android,湖北省,武汉市,湖北省武汉市鼓楼区,金融从业者,member
U000282,2025-11-18,F,18-24,windows,湖北省,武汉市,湖北省武汉市西湖区,学生,member
U000283,2025-12-12,M,45-54,windows,湖北省,武汉市,湖北省武汉市西湖区,企业管理,member
U000284,2025-12-20,F,25-34,android,山东省,青岛市,山东省青岛市南山区,其他,member
U000285,2025-11-16,M,35-44,mac,浙江省,杭州市,浙江省杭州市鼓楼区,制造业,member
U000286,2025-12-27,M,45-54,mac,山东省,青岛市,山东省青岛市南山区,制造业,member
